name;parent;categoria;descripcion
Dermestidae;Bostrichoidea;Familia;Escarabajos de las alfombras o derméstidos; sus larvas peludas destruyen tapizados, pieles y colecciones zoológicas secas de museos
Bostrichidae;Bostrichoidea;Familia;Falsos barrenadores de la madera; escarabajos cilíndricos con pronotos rugosos cuyas larvas destruyen maderas duras y cañas secas
Stylopidae;Strepsiptera;Familia;Avispitas parásitas extremas de ojos salientes; las hembras sin alas pasan toda su vida dentro de abejas u avispas
Halictophagidae;Strepsiptera;Familia;Pequeños insectos estrepsípteros parásitos obligados que atacan principalmente a chinches saltahojas y grillos terrestres
Hydroptilidae;Trichoptera;Familia;Microtricópteros; insectos acuáticos diminutos cuyas ninfas construyen delicados estuches de seda en forma de monedero
Limnephilidae;Trichoptera;Familia;Tricópteros comunes de río; sus larvas usan ramitas, hojas y piedrecitas para construir refugios cilíndricos robustos bentónicos
Leptoceridae;Trichoptera;Familia;Tricópteros de antenas larguísimas; insectos gráciles cuyas larvas nadadoras construyen estuches cónicos de arena ligera
Glossosomatidae;Trichoptera;Familia;Tricópteros cuyas larvas fabrican refugios de piedras en forma de cúpula de tortuga, habitando corrientes rápidas
Hydrobiosidae;Trichoptera;Familia;Tricópteros depredadores cuyas larvas de vida libre no construyen estuches protectores hasta el momento de pupar
Philopotamidae;Trichoptera;Familia;Larvas de tricópteros que tejen redes de seda tubulares en forma de saco para filtrar micropartículas en ríos
Micropterygidae;Zeugloptera;Familia;Las polillas más primitivas; los adultos poseen mandíbulas masticadoras funcionales para alimentarse exclusivamente de polen
Eriocraniidae;Eriocranioidea;Familia;Polillas arcaicas cuyas larvas minadoras de hojas carecen por completo de patas verdaderas o falsas
Hepialidae;Hepialoidea;Familia;Polillas fantasma; insectos grandes de vuelo rápido nocturno, con hembras que dispersan miles de huevos al voleo
Psychidae;Tineoidea;Familia;Polillas de saco; las larvas construyen estuches de seda y restos vegetales que cargan toda su vida
Lyonetiidae;Yponomeutoidea;Familia;Microlepidópteros cuyas larvas cavan minas lineales o parches transparentes característicos en el follaje de árboles
Plutellidae;Yponomeutoidea;Familia;Polillas del dorso de diamante; plagas crucíferas severas cuyas pequeñas larvas verdes son muy activas al asustarse
Bucculatricidae;Gracillarioidea;Familia;Polillas cuyos estadios larvales tardíos se alimentan externamente, tejiendo capullos pupales estriados muy artísticos
Gracillariidae;Gracillarioidea;Familia;Importante familia de microlepidópteros minadores de hojas y frutos, causantes de graves daños en cultivos citrícolas
Gelechiidae;Gelechioidea;Familia;Polillas pequeñas que incluyen a la destructiva polilla del tomate o a la plaga de granos almacenados
Cosmopterigidae;Gelechioidea;Familia;Microlepidópteros estilizados de alas angustias, cuyas larvas son minadoras, barrenadoras o detritívoras forestales
Sesiidae;Cossoidea;Familia;Polillas avispa; maestros del mimetismo que imitan visualmente a avispas peligrosas para ahuyentar a depredadores aéreos
Tortricoidea;Tortricoidea;Familia;Polillas enrolladoras; sus larvas unen hojas con seda para alimentarse resguardadas de la intemperie forestal
Pyralidae;Pyraloidea;Familia;Polillas hociconas; una familia masiva de microlepidópteros que incluye serias plagas de productos secos almacenados
Crambidae;Pyraloidea;Familia;Polillas de la hierba; estrechamente emparentadas con Pyralidae, muchas de sus larvas barrenan tallos de gramíneas
Sphingidae;Bombycoidea;Familia;Polillas halcón o esfinges; excelentes voladoras de cuerpo aerodinámico capaces de libar néctar suspendidas en el aire
Bombycidae;Bombycoidea;Familia;Familia que alberga al gusano de la seda domesticado, criado ancestralmente por el valor textil de su capullo
Saturniidae;Bombycoidea;Familia;Polillas emperador o pavones; insectos gigantescos de alas vistosas con ocelos, cuyos adultos carecen de aparato digestivo
Erebidae;Noctuoidea;Familia;Una de las familias más grandes de polillas nocturnas, de tamaños muy variables y orugas frecuentemente peludas
Noctuidae;Noctuoidea;Familia;Polillas cortadoras o gusanos cogolleros; mariposas nocturnas robustas cuyas larvas causan estragos severos en la agricultura mundial
Geometridae;Geometroidea;Familia;Orugas medidoras; polillas cuyas larvas avanzan encogiendo el cuerpo al carecer de las patas falsas intermedias
Uraniidae;Geometroidea;Familia;Polillas diurnas tropicales de colores iridiscentes deslumbrantes que migran masivamente simulando ser mariposas verdaderas
Hesperiidae;Papilionoidea;Familia;Mariposas saltarinas; lepidópteros diurnos de cuerpo robusto, cabeza ancha y antenas curvas rematadas en gancho
Pieridae;Papilionoidea;Familia;Mariposas blancas y amarillas de la col; lepidópteros diurnos comunes con pigmentos pterínicos característicos en sus alas
Riodinidae;Papilionoidea;Familia;Mariposas de marcas metálicas; de asombrosa diversidad morfológica, distribuidas principalmente en selvas tropicales neotropicales
Lycaenidae;Papilionoidea;Familia;Mariposas de alas azules o cobrizas, cuyas orugas suelen mantener relaciones simbióticas estrechas con colonias de hormigas
Nymphalidae;Papilionoidea;Familia;Mariposas de patas de cepillo; la familia más grande de mariposas diurnas, con patas delanteras reducidas no funcionales
Papilionidae;Papilionoidea;Familia;Mariposas cola de golondrina; grandes, vistosas y elegantes, cuyas orugas poseen un órgano defensivo glandular oloroso (osmaterio)
Siricidae;Siricoidea;Familia;Avispas de la madera cola de cuerno; los adultos taladran troncos y sus larvas se alimentan de hongos simbiontes
Tenthredinidae;Tenthredinoidea;Familia;Moscas de sierra comunes; himenópteros fitófagos cuyas larvas gregarias imitan orugas de mariposa devorando hojas
Evaniidae;Evanioidea;Familia;Avispas bandera; pequeños himenópteros parasitoides que destruyen las ootecas (huevos) de cucarachas dentro de hogares
Ichneumonidae;Ichneumonoidea;Familia;Avispas ichneumónidas; parasitoides de cuerpo esbelto y antenas largas, poseedoras de larguísimos ovipositores taladradores
Braconidae;Ichneumonoidea;Familia;Avispas bracónidas; diminutos parasitoides benéficos que depositan huevos dentro de pulgones y orugas plaga agrícolas
Chalcididae;Chalcidoidea;Familia;Avispas calcídidas; robustas y de fémures traseros muy agrandados, parasitoides de pupas de lepidópteros y dípteros
Aphelinidae;Chalcidoidea;Familia;Pequeñísimas avispitas parasitoides utilizadas exitosamente en el control biológico de cochinillas y moscas blancas
Encyrtidae;Chalcidoidea;Familia;Avispas diminutas que parasitan huevos o ninfas de insectos chupadores, de enorme relevancia en la agricultura sostenible
Eulophidae;Chalcidoidea;Familia;Familia hiperdiversa de microavispas parasitoides que atacan larvas minadoras de hojas, trips y escarabajos barrenadores
Pteromalidae;Chalcidoidea;Familia;Avispitas parasitoides generalistas que atacan una vasta gama de insectos ocultos en agallas, granos o madera
Trichogrammatidae;Chalcidoidea;Familia;Avispitas microscópicas parasitoides de huevos de insectos; criadas masivamente para combatir orugas plaga de forma biológica
Platygasteridae;Platygastroidea;Familia;Avispas diminutas que parasitan exclusivamente huevos de chinches verdaderas y larvas de mosquitas de las agallas
Vespidae;Vespoidea;Familia;Avispas sociales, avispones y avispas alfareras; constructoras de nidos de papel masticado, dotadas de picaduras dolorosas
Formicidae;Vespoidea;Familia;Hormigas; insectos sociales eusociales altamente organizados que dominan casi todos los ecosistemas terrestres del planeta
Pompilidae;Vespoidea;Familia;Avispas de las arañas o cazadoras de tarántulas; avispas solitarias que paralizan arácnidos para alimentar sus larvas
Scoliidae;Vespoidea;Familia;Avispas escolíadas robustas y peludas cuyas hembras excavan el suelo para parasitar larvas de escarabajos escarabeidos
Mutilidae;Vespoidea;Familia;Hormigas de felpa u hormigas terciopelo; avispas solitarias ápteras muy peludas y de picadura extremadamente dolorosa
Sphecidae;Apoidea;Familia;Avispas excavadoras u avispas de cintura de hilo; paralizan saltamontes u orugas almacenándolos en nidos subterráneos
Apidae;Apoidea;Familia;Abejas verdaderas, abejorros y abejas sin aguijón; polinizadores ecológicos clave productores de cera y miel dulce
Panorpidae;Mecoptera;Familia;Moscas escorpión verdaderas; mecópteros cuyos machos portan genitales inflamados curvados que recuerdan al aguijón del escorpión
Tipulidae;Tipuloidea;Familia;Típulas gigantes o zancudos de río; dípteros inofensivos de patas larguísimas que no consumen sangre
Psychodidae;Psychodomorpha;Familia;Mosquitas de los baños o jejenes; dípteros peludos cuyas larvas habitan filtros biológicos o desagües húmedos
Chrinomidae;Chironomoidea;Familia;Quironómidos; mosquitos que no pican, cuyos machos forman inmensas nubes danzantes crepusculares cerca de lagos
Simuliidae;Chironomoidea;Familia;Jejenes negros u moscas de arena; hembras hematófagas de mordedura dolorosa, vectores de la enfermedad de oncocercosis
Culicidae;Culicoidea;Familia;Mosquitos verdaderos o zancudos; hembras hematófagas vectores mundiales de malaria, dengue, fiebre amarilla y zika
Cecidomyiidae;Sciaroidea;Familia;Mosquitas de las agallas; dípteros diminutos cuyas larvas inducen deformaciones o agallas tumorales en tejidos vegetales
Tabanidae;Tabanoidea;Familia;Tábanos; moscas robustas de ojos coloridos cuyas hembras cortan la piel para succionar sangre de mamíferos
Dolichopodidae;Empidoidea;Familia;Moscas de patas largas; dípteros depredadores de colores metálicos verdes o dorados que habitan zonas húmedas
Syrphidae;Syrphoidea;Familia;Moscas cernícalo; imitan a abejas u avispas y planean estáticamente; sus larvas son voraces devoradoras de pulgones
Ulidiidae (Otitidae);Tephritoidea;Familia;Moscas de alas pintadas u oscilantes; dípteros con patrones alares llamativos que mueven rítmicamente al caminar
Tephritidae;Tephritoidea;Familia;Moscas de las frutas verdaderas; plagas agrícolas temibles cuyas larvas destruyen la pulpa de frutas comerciales
Agromyzidae;Opomyzoidea;Familia;Moscas minadoras de hojas; las larvas trazan túneles blanquecinos serpenteantes dentro del parénquima foliar de cultivos
Drosophilidae;Ephydroidea;Familia;Moscas del vinagre o de la fruta; utilizadas masivamente en estudios genéticos científicos debido a su rápido ciclo
Hyppoboscidae;Hippoboscoidea;Familia;Moscas de los establos o piojos voladores; parásitos hematófagos aplanados y coriáceos de aves y mamíferos.
Muscidae;Muscoidea;Familia;Familia que aloja a la mosca doméstica común y moscas picadoras de establos de distribución cosmopolita global
Oestridae;Oestroidea;Familia;Éstridos; moscas cuyas larvas son parásitas obligadas que se desarrollan bajo la piel o cavidades de mamíferos
Tachinidae;Oestroidea;Familia;Moscas taquínidas; dípteros cubiertos de cerdas gruesas cuyas larvas son parasitoides benéficos de orugas y escarabajos
Calliphoridae;Oestroidea;Familia;Moscas azules o verdes de la carne; polinizadoras y descomponedoras clave, esenciales en la entomología forense criminal
Sarcophagidae;Oestroidea;Familia;Moscas de la carne ajedrezadas; larvíparas, depositan larvas vivas directamente sobre carroña o heridas abiertas de animales
Pulicidae;Siphonaptera;Familia;Pulgas comunes; insectos ápteros hematófagos aplanados lateralmente que parasitan perros, gatos, humanos y ratas urbanas
Tungidae;Siphonaptera;Familia;Pulgas de la arena o niguas; hembras diminutas que se entierran permanentemente bajo la piel de los pies
Scolopendridae;Scolopendromorpha;Familia;Escolopendras gigantes; ciempiés depredadores nocturnos muy veloces dotados de potentes e infalibles forcípulas venenosas
Julidae;Julida;Familia;Milpiés cilíndricos comunes; miriápodos detritívoros herbívoros que segregan fluidos químicos acres defensivos al enrollarse
Limulidae;Xiphosura;Familia;Cangrejos herradura; quelicerados marinos primitivos de sangre azul a base de cobre usada en medicina biológica
Caraboctonidae;Scorpiones;Familia;Escorpiones de los desiertos americanos, cubiertos de setas sensoriales gruesas adaptadas a capturar insectos nocturnos
Theraphosidae;Araneae;Familia;Tarántulas verdaderas; arañas gigantes migalomorfas longevas cubiertas de pelos urticantes defensivos que lanzan al aire
Theridiidae;Araneae;Familia;Arañas de telarañas irregulares en forma de nudo; incluye a la peligrosa y famosa viuda negra neurotóxica
Sicariidae;Araneae;Familia;Arañas violinistas y arañas de la arena; su potente veneno de acción citotóxica causa necrosis tisular severa
Lycosidae;Araneae;Familia;Arañas lobo; cazadoras terrestres errantes muy comunes cuyas hembras cargan los sacos de huevos en sus hileras
Araneidae;Araneae;Familia;Arañas tejedoras de telas orbitales circulares perfectas, dotadas de un abdomen conspicuo y colores variables adaptativos
Varroidae; Mesostigmata;Familia;Ácaros parásitos externos de las abejas melíferas (Varroa), causantes del colapso y debilitamiento de colmenas mundiales
Ixodidae;Ixodida;Familia;Garrapatas duras; ácaros hematófagos provistos de un escudo dorsal rígido, transmisores de la peligrosa enfermedad de Lyme
Tetranychidae;Trombidiformes;Familia;Arañuelas rojas; ácaros fitófagos diminutos que tejen densas telarañas protectoras debilitando severamente el follaje agrícola
Sarcoptidae;Sarcoptiformes;Familia;Ácaros de la sarna; parásitos microscópicos cavadores de túneles epidérmicos intradérmicos causantes de prurito intenso animal
Pygnogonidae;Pantopoda;Familia;Arañas de mar comunes; pantópodos bentónicos con cuerpos reducidos al mínimo, habitantes de arrecifes e hidrozoos
Heliasteridae;Forcipulatida;Familia;Estrellas de mar sol; caracterizadas por poseer múltiples brazos cortos y densos, depredadoras bentónicas intermareales veloces
Asteriidae;Forcipulatida;Familia;Estrellas de mar comunes que incluyen a la estrella purpúrea, depredadoras formidables de bivalvos mediante estómago evaginable
Ophiotrichidae;Amphilepidida;Familia;Ofiuras espinosas; equinodermos de brazos delgados, frágiles y espinosos que se mueven serpenteando rápidamente entre rocas
Arbaciidae;Arbacioida;Familia;Erizos de mar regulares de conchas macizas y espinas robustas oscuras, habitantes de fondos rocosos litorales
Cucumariidae;Dendrochirotida;Familia;Pepinos de mar ramificados; holoturias bentónicas con vistosos tentáculos bucales arborescentes empleados para filtrar alimento planctónico
Ptychoderidae;Enteropneusta;Familia;Gusanos de bellota marinos; hemicordados excavadores que habitan en túneles arenosos de playas lodosas intermareales
Branchiostomatidae;Amphioxiformes;Familia;Anfioxos o lancetas; pequeños cordados pisciformes transparentes que carecen de cerebro diferenciado o vértebras óseas
Ascidiidae;Phlebobranchia;Familia;Ascidias solitarias bentónicas fijas; tunicados con dos sifones filtradores que se alimentan absorbiendo agua marina continuamente
Pyrosomatidae;Pyrosomatida;Familia;Pirosomas; colonias flotantes tubulares transparentes de tunicados pelágicos con una asombrosa bioluminiscencia azul verdosa intensa
Doliolidae;Doliolida;Familia;Pequeños tunicados planctónicos con forma de barril cilíndrico que alternan generaciones reproductivas sexuales y asexuales flotantes
Oikopleuridae;Copelata;Familia;Apendicularios planctónicos que retienen la cola toda su vida, construyendo complejas casas mucosas filtradoras descartables
Myxinidae;Mixiniformes;Familia;Mixinos o peces bruja; vertebrados bentónicos carroñeros sin mandíbulas que producen colosales masas mucosas defensivas
Petromyzontidae ; Petromyzontiformes;Familia;Lampreas verdaderas; peces parásitos de boca circular dentada succionadora que se fijan a la piel de hospederos
 Cephalaspididae†;Cephalaspida†;Familia;Peces ostracodermos extintos sin mandíbulas, poseedores de un masivo escudo cefálico óseo semicircular aplanado fósil
 Dunkleosteidae†;Arthrodira†;Familia;Grandes peces placodermos depredadores prehistóricos marinos cuyas mandíbulas poseían placas óseas cortantes como cuchillas
 Acanthodidae†;Acanthodiformes†;Familia;Tiburones espinosos extintos del Paleozoico, caracterizados por poseer aletas sostenidas por largas espinas óseas rígidas
Lamnidae;Lamniformes;Familia;Jaquetones y marrajos; tiburones masivos de sangre parcialmente caliente, nadadores oceánicos ultra veloces de dientes aserrados
Megachasmidae;Lamniformes;Familia;Familia del tiburón boquiancho; gigantesco y rarísimo tiburón filtrador de aguas profundas con boca luminiscente
Alopiidae;Lamniformes;Familia;Tiburones zorro; caracterizados por una aleta caudal asombrosamente larga usada como látigo para aturdir peces forrajeros
Triakidae;Carcharhiniformes;Familia;Tiburones musola o tollo; condrictios pequeños de ojos ovalados y dientes trituradores planos para consumir crustáceos
Carcharhinidae;Carcharhiniformes;Familia;Tiburones de arrecife, tintoreras y tiburones toro; la familia de depredadores ápice marinos más diversa del mundo
Sphyrnidae;Carcharhiniformes;Familia;Tiburones martillo; poseedores de extensiones cefálicas laterales planas (cefalofor) que optimizan su visión y electrorecepción sensorial
Rhincodontidae;Orectolobiformes;Familia;Familia monotípica del tiburón ballena, el pez viviente más grande del planeta, pacífico filtrador planctónico tropical
Etmopteridae;Squatiniformes;Familia;Tiburones linterna; pequeños escualiformes de profundidad provistos de fotóforos ventrales emisores de luz bioluminiscente verdosa
Squatinidae;Squatiniformes;Familia;Tiburones ángel o angelotes; cuerpos aplanados tipo raya adaptados para emboscar peces enterrados en la arena
Dasyatidae;Myliobatiformes;Familia;Rayas de látigo comunes; condrictios bentónicos circulares armados con uno o más aguijones venenosos aserrados caudales
Potamotrygonidae;Myliobatiformes;Familia;Rayas de aguijón de agua dulce; exclusivas de sistemas fluviales sudamericanos, con vistosos patrones de manchas circulares
Myliobatidae;Myliobatiformes;Familia;Rayas águila; condrictios pelágicos de cabeza elevada y aletas pectorales puntiagudas que nadan batiéndolas como alas
Mobulidae;Myliobatiformes;Familia;Mantarrayas gigantes y móbulas; majestuosos filtradores pelágicos provistos de lóbulos cefálicos que dirigen el plancton bucal
Rajidae;Rajiformes;Familia;Rayas verdaderas u rayas de clavos; bivalvos bentónicos ovíparos cuyas cápsulas de huevos se conocen como monederos
Torpedinidae;Torpediniformes;Familia;Rayas tembladeras eléctricas; cuerpos circulares carnosos capaces de emitir potentes descargas eléctricas de alto voltaje defensivo
Callorhinchidae;Chimaeriformes;Familia;Peces elefante o quimeras de hocico de arado; condrictios de aguas profundas australes con probóscide ganchuda
Polypteridae;Polypteriformes;Familia;Bichires africanos; peces primitivos con pulmones funcionales, escamas ganoides duras y aletas dorsales divididas en pinas
Acipenseridae;Acipenseriformes;Familia;Esturiones verdaderos; grandes peces fluviales barbudos cuyas preciadas puestas de huevos constituyen el cotizado caviar comercial
Polyodontidae;Acipenseriformes;Familia;Peces espátula; dulceacuícolas primitivos con hocicos gigantescos en forma de paleta cubiertos de electrorreceptores filtradores
 Amiidae ; Amiiformes;Familia;Peces amia; representados hoy por una sola especie norteamericana capaz de respirar aire atmosférico en pantanos oxigenados
Lepisosteidae;Lepisosteiformes;Familia;Pejeslagartos o gares; peces alargados prehistóricos de mandíbulas repletas de dientes agudos y escamas romboidales duras
Osteoglossidae;Osteoglossiformes;Familia;Peces lengua ósea que incluyen al gigantesco pirarucú amazónico o arawanas, capaces de saltar fuera del agua
Clupeidae;Clupeiformes;Familia;Arenques, sardinas y alachas; peces forrajeros plateados de hábitos gregarios densos, vitales para las pesquerías mundiales
Engraulidae;Clupeiformes;Familia;Anchovetas y boquerones; pequeños peces plateados de bocas grandes filtradoras, pilares energéticos de las corrientes marinas
Characidae;     Characiformes;Familia;Tetras y pirañas; la familia más diversa de peces dulceacuícolas americanos, poseedores de una pequeña aleta adiposa
Prochilodontidae;     Characiformes;Familia;Boquichicos o sábalos; peces fluviales sudamericanos migradores con labios carnosos succionadores para alimentarse de detritos lodosos
Curimatidae;     Characiformes;Familia;Peces fluviales detritívoros neotropicales que carecen por completo de dientes en sus mandíbulas de adultos filtradores
Serrasalmidae;     Characiformes;Familia;Pirañas verdaderas y pacúes; peces de cuerpos comprimidos y dientes afilados cortantes o molares adaptados a semillas
Anostomidae;     Characiformes;Familia;Peces cabecera abajo; dulceacuícolas sudamericanos que nadan oblicuamente orientados hacia el fondo buscando algas e insectos
Lebiasinidae;     Characiformes;Familia;Peces lápiz y peces copetón; pequeños caraciformes dulceacuícolas muy populares en el acuarismo por sus bandas longitudinales
Salmonidae;Salmoniformes;Familia;Salmones, truchas y tímalo; peces eurihalinos valorados por su carne, famosos por sus saltos migratorios fluviales
Cyprinidae;Cypriniformes;Familia;Carpas, barbos y danios; la familia de peces óseos de agua dulce más numerosa del planeta
Gymnotidae;Gymnotiformes;Familia;Peces cuchillo o anguilas eléctricas americanas; generan descargas de alto voltaje para cazar y defenderse subterráneamente
Apteronotidae;Gymnotiformes;Familia;Peces cuchillo fantasmas; peces eléctricos débiles de agua dulce que usan su campo electromagnético para navegar de noche
Sternopygidae;Gymnotiformes;Familia;Peces vidrio eléctricos; dulceacuícolas translúcidos de aletas anales larguísimas distribuidos en ríos de Sudamérica y Centroamérica
Cetopsidae;Siluriformes;Familia;Bagres ballena; pequeños siluriformes de agua dulce neotropicales de hábitos carnívoros o carroñeros sumamente agresivos y voraces
Callichthyidae;Siluriformes;Familia;Bagres acorazados o coridoras; pequeños peces de fondo dulceacuícolas cubiertos por dos hileras superpuestas de placas óseas
Loricariidae;Siluriformes;Familia;Viejas del agua o bagres ventosa; poseedores de bocas modificadas en ventosa para raspar algas de rocas
Astroblepidae;Siluriformes;Familia;Bagres de torrentes andinos; capaces de escalar cascadas verticales de agua usando su boca ventosa y aletas pélvicas
Pimelodidae;Siluriformes;Familia;Bagres antenados grandes como el surubí; dulceacuícolas neotropicales de largas barbillas sensoriales y hábitos depredadores piscívoros
Gobiesocidae;Blenniiformes;Familia;Peces ventosa litorales; pequeños peces marinos con aletas pélvicas modificadas en un potente disco succionador ventral
Mugilidae;Mugiliformes;Familia;Lisas o múgiles; peces costeros de hábitos filtradores que saltan espectacularmente sobre la superficie del agua marina
Gobiidae;Gobiiformes;Familia;Gobios verdaderos; peces de fondo pequeños con aletas pélvicas fusionadas en ventosa, muy diversos en arrecifes
Scombridae;Scombriformes;Familia;Atunes, bonitos y caballas; peces oceánicos pelágicos de musculatura roja adaptados a nadar a velocidades extremas continuas
Carangidae;Carangiformes;Familia;Jureles, pámpanos y serviolas; depredadores marinos rápidos de colas fuertemente ahorquilladas y escudos laterales óseos caudales
Bothidae;Carangiformes;Familia;Lenguados de ojos izquierdos; peces planos marinos camaleónicos cuyos ojos migran al lado izquierdo de la cabeza
Sciaenidae;Acanthuriformes;Familia;Corvinas y tambores; peces marinos famosos por producir sonidos rítmicos roncantes usando su desarrollada vejiga natatoria muscular
Latimeriidae;Coelacanthiformes;Familia;Celacantos modernos; peces sarcopterigios de aletas lobuladas profundas que representan linajes evolutivos marinos del Devónico
Neoceratodontidae; Ceratodontiformes;Familia;Pez pulmonado australiano; posee una sola vejiga gaseosa adaptada a respirar aire puro si escasea el oxígeno
Lepidosirenidae; Ceratodontiformes;Familia;Pez pulmonado sudamericano u locha; posee pulmones pares obligados y entra en estivación enterrado en el lodo
Allophrynidae;Anura;Familia;Pequeñas ranas arborícolas amazónicas de cuerpos moteados asociadas evolutivamente a las ranas de cristal centrolénidas
Alytidae;Anura;Familia;Sapos parteros comunes; los machos cargan los cordones de huevos fertilizados enroscados en sus patas traseras terrestres
Aromobatidae;Anura;Familia;Ranas niñeras; estrechamente emparentadas con las dendrobátidas, transportan activamente sus renacuajos a la espalda hacia riachuelos
Arthroleptidae;Anura;Familia;Ranas chillonas africanas de hojarasca; incluye a la rana peluda cuyos machos desarrollan extensiones dérmicas tipo pelo
Brachycephalidae;Anura;Familia;Sapitos de calabaza dorados brasileños; diminutos anuros terrestres hiper-minimizados que carecen de oído medio funcional
Bufonidae;Anura;Familia;Sapos verdaderos; caracterizados por pieles rugosas verrugosas y prominentes glándulas parotoides productoras de toxinas bufoteninas defensivas
Calyptocephalellidae;Anura;Familia;Ranas de casco chilenas; gigantescos anuros acuáticos relictos considerados fósiles vivientes de los bosques templados australes
Centrolenidae;Anura;Familia;Viejas del agua o bagres ventosa; poseedores de bocas modificadas en ventosa para raspar algas de rocas
Ceuthomantidae;Anura;Familia;Ranas de las tierras altas de Guayana; pequeños anuros arborícolas endémicos que habitan tepuyes venezolanos aislados
Craugastoridae;Anura;Familia;Ranas de hojarasca americanas de desarrollo directo; sus huevos eclosionan como ranitas completamente formadas sin pasar por renacuajo
Cycloramphidae;Anura;Familia;Ranas de hojarasca brasileñas; habitan en arroyos forestales de la mata atlántica sobre rocas húmedas salpicadas
Dendrobatidae;Anura;Familia;Ranas punta de flecha; anuros diurnos neotropicales sumamente coloridos que segregan potentes alcaloides neurotóxicos cutáneos defensivos
Eleutherodactylidae;Anura;Familia;Ranas de lluvia que incluyen al coquí puertorriqueño; anuros de desarrollo directo con cantos nocturnos potentes
Heleophrynidae;Anura;Familia;Ranas de los torrentes sudafricanas; de dedos expandidos adaptados a aferrarse a rocas bajo cascadas fluviales rápidas
Hemiphractidae;Anura;Familia;Ranas marsupiales; las hembras cargan los huevos fertilizados expuestos o dentro de sacos dorsales cutáneos protectores
Hylodidae;Anura;Familia;Ranas de torrente brasileñas que se comunican visualmente mediante elaborados movimientos de patas (baile) en ríos ruidosos
Leiopelmatidae;Anura;Familia;Ranas nativas de Nueva Zelanda; el linaje de anuros vivientes más primitivo, carecen de timpanos externos
Leiuperidae;Anura;Familia;Sapitos de cuatro ojos; pequeños anuros terrestres neotropicales con llamativos ocelos posteriores que simulan ojos grandes disuasorios
Leptodactylidae;Anura;Familia;Ranas de dedos delgados; construyen característicos nidos de espuma flotante en charcas para proteger sus puestas ovíparas
Limnodynastidae;Anura;Familia;Ranas terrestres australianas cavadoras; construyen nidos de espuma batiendo el agua con sus manos antes de desovar
Megophrydae;Anura;Familia;Ranas de hojarasca asiáticas u ranas con cuernos; camuflaje críptico perfecto imitando hojas secas con proyecciones palpebrale
Micrixalidae;Anura;Familia;Ranas de boca estrecha u ranas globosas; adaptadas a dietas mirmecófagas de hormigas, habitan madrigueras subterráneas húmedas
Microhylidae;Anura;Familia;Ranas de boca estrecha u ranas globosas; adaptadas a dietas mirmecófagas de hormigas, habitan madrigueras subterráneas húmedas
Myobatrachidae;Anura;Familia;Ranas australianas terrestres que incluyen a la extinta rana de incubación gástrica, que criaba renacuajos en su estómago
Pelobatidae;Anura;Familia;Sapos de espuela europeos; poseen tubérculos endurecidos en las patas traseras para enterrarse rápidamente de espaldas en arena
Phrynobatrachidae;Anura;Familia;Ranas de charca africanas; pequeños anuros hiperdiversos de humedales provistos de una línea vertebral clara muy variable
Pipidae;Anura;Familia;Ranas acuáticas sin lengua como la rana de garras africana o el sapo de Surinam de cuerpo aplastado
Ranidae;Anura;Familia;Ranas verdaderas de charca; nadadoras y saltadoras expertas de patas largas palmeadas distribuidas de forma cosmopolita global
Ranixalidae;Anura;Familia;Ranas arborícolas de la India cuyas larvas rupícolas reptan sobre rocas húmedas fuera del agua usando colas fuertes
Rhinophrynidae;Anura;Familia;Sapo mexicano de madriguera; cuerpo globular cónico especializado en alimentarse exclusivamente de hormigas y termitas bajo tierra
Scaphiopodidae;Anura;Familia;Sapos de espuela norteamericanos; anuros de pupilas verticales que emergen masivamente solo durante lluvias torrenciales desérticas
Strabomantidae;Anura;Familia;Ranas terrestres neotropicales de desarrollo directo de hojarasca, separadas recientemente de la gran familia de los craugastóridos
Ambystomatidae;Caudata;Familia;Salamandras topo americanas; incluye al famoso ajolote, conocido por su capacidad de mantener rasgos larvales de adulto (neotenia)
Amphiumidae;Caudata;Familia;Anfibios alargados con forma de anguila y patas diminutas vestigiales, habitantes de pantanos y lodos del sureste norteamericano
Cryptobranchidae;Caudata;Familia;Salamandras gigantes de Asia y Norteamérica; anfibios acuáticos masivos de respiración cutánea mediante pliegues laterales de la piel
Plethodontidae;Caudata;Familia;La familia más grande de salamandras; se caracterizan por carecer completamente de pulmones y respirar por la piel
Proteidae;Caudata;Familia;Salamandras acuáticas permanentes (como el olmo) que retienen branquias ramificadas externas rojas durante toda su vida adulta
Rhyacotritonidae;Caudata;Familia;Salamandras torrenteras del noroeste estadounidense; pequeños anuros semiacuáticos adaptados exclusivamente a vivir en arroyos de aguas frías
Salamandridae;Caudata;Familia;Salamandras verdaderas y tritones; caracterizados por poseer pieles rugosas o lisas con potentes secreciones tóxicas cutáneas defensivas
Sirenidae;Caudata;Familia;Anfibios acuáticos alargados con forma de anguila que poseen branquias externas y patas delanteras, careciendo de extremidades posteriores
Caeciliidae;Gymnophiona;Familia;Cecilias verdaderas; anfibios ápteros subterráneos de cuerpo anillado y ojos reducidos adaptados por completo a la vida fosorial
Sphenodontidae;Sphenodontia;Familia;Representada únicamente por los tuátaras de Nueva Zelanda; reliquias evolutivas con un característico tercer ojo fotorreceptor parietal
Dibamidae;Squamata;Familia;Lagartos ciegos; reptiles ápteros subterráneos de cuerpos cilíndricos, donde solo los machos retienen diminutas patas traseras vestigiales
